Position,Player Name,Team Name,Nationality,Height,Weight,Age,Condition,Overall Rating
DMF,FERNANDO,SPARTAK MOSKVA,BRAZIL,175,76,26,C,81
RWF,S. BERGHUIS,FEYENOORD,NETHERLANDS,182,72,27,C,81
CB,S. KVERKVELIA,LOKOMOTIV MOSKVA,GEORGIA,196,87,26,C,81
CB,G. PEZZELLA,FIORENTINA,ARGENTINA,187,82,27,C,81
LB,B. DAVIES,NORTH EAST LONDON,WALES,181,76,25,C,81
CB,ÍÑIGO MARTÍNEZ,PV WHITE RED,SPAIN,181,77,27,C,81
CF,WILLIAN JOSÉ,PV BLUE WHITE,BRAZIL,186,87,27,C,81
CB,FELIPE,PORTO,BRAZIL,191,77,29,C,81
CMF,A. LALLANA,LIVERPOOL,ENGLAND,172,73,30,C,81
RB,T. MEUNIER,PSG,BELGIUM,190,82,27,C,81
RB,RICARDO PEREIRA,EAST MIDLANDS,PORTUGAL,175,70,25,C,81
RMF,DEULOFEU,HERTFORDSHIRE,SPAIN,177,73,24,C,81
LB,S. KOLAŠINAC,ARSENAL,BOSNIA AND HERZEGOVINA,183,85,25,C,81
RB,N. CLYNE,LIVERPOOL,ENGLAND,175,67,27,C,81
AMF,RAFINHA,BARCELONA,BRAZIL,174,71,25,C,81
CMF,P. ZIELIŃSKI,NAPOLI,POLAND,180,75,24,C,81
CMF,M. BROZOVIĆ,INTERNAZIONALE,CROATIA,181,68,26,C,81
AMF,JOÃO MÁRIO,INTERNAZIONALE,PORTUGAL,179,73,25,C,81

LB,ALEX TELLES,PORTO,BRAZIL,181,71,26,C,81
DMF,W. BARRIOS,BOCA JUNIORS,COLOMBIA,178,74,25,C,81
RB,JOÃO CANCELO,PM BLACK WHITE,PORTUGAL,182,74,24,C,81
CF,D. BENEDETTO,BOCA JUNIORS,ARGENTINA,175,75,28,C,81
CF,GERARD MORENO,ED YELLOW,SPAIN,177,75,26,C,81
CF,A. MILIK,NAPOLI,POLAND,186,78,24,C,81
CB,JEMERSON,MONACO,BRAZIL,184,77,26,C,81
CMF,M. SANSON,OLYMPIQUE MARSEILLE,FRANCE,180,72,24,C,81
CF,F. SMOLOV,LOKOMOTIV MOSKVA,RUSSIA,187,80,28,C,81
GK,G. RULLI,PV BLUE WHITE,ARGENTINA,189,80,26,C,81
CF,L. ALARIO,BAYER LEVERKUSEN,ARGENTINA,184,79,26,C,81
LWF,R. CENTURIÓN,RACING CLUB,ARGENTINA,174,70,25,C,81
DMF,L. MILIVOJEVIĆ,SOUTH NORWOOD,SERBIA,186,80,27,C,81
DMF,T. BAKAYOKO,MILAN,FRANCE,185,77,24,C,81
DMF,WILLIAM,AN GREEN WHITE,PORTUGAL,187,83,26,C,81
AMF,RODRIGUINHO,CORINTHIANS,BRAZIL,177,68,30,C,81
AMF,J. LINGARD,MAN RED,ENGLAND,175,62,26,C,81
AMF,G.DE ARRASCAETA,CRUZEIRO,URUGUAY,172,70,24,C,81
CF,K. VOLLAND,BAYER LEVERKUSEN,GERMANY,179,81,26,C,81
RWF,IAGO FALQUÉ,TORINO,SPAIN,174,69,28,C,81
AMF,DIEGO,FLAMENGO,BRAZIL,173,73,33,C,81
CMF,PORTU,CT CARMINE WHITE,SPAIN,178,70,26,C,81
CB,S. BENDER,BAYER LEVERKUSEN,GERMANY,186,80,29,C,81
CF,S. GARCÍA,GODOY CRUZ,URUGUAY,181,80,28,C,81
RB,K. TRIPPIER,NORTH EAST LONDON,ENGLAND,178,71,28,C,81
LB,A. ROBERTSON,LIVERPOOL,SCOTLAND,178,64,24,C,81
CMF,K. KAMPL,Free Agents,SLOVENIA,178,67,28,C,81
RWF,IÑAKI WILLIAMS,PV WHITE RED,SPAIN,186,77,24,C,81
CMF,GRANELL,CT CARMINE WHITE,SPAIN,175,70,30,C,81
CF,C. TOSUN,MERSEYSIDE BLUE,TURKEY,183,78,27,C,81
RWF,SAMU CASTILLEJO,MILAN,SPAIN,182,67,23,C,81
RB,E. HYSAJ,NAPOLI,ALBANIA,182,70,24,C,81

CF,G. BURGSTALLER,SCHALKE 04,AUSTRIA,187,80,29,C,81
CB,DIEGO CARLOS,NANTES,BRAZIL,185,79,25,C,81
CB,M. CALDARA,MILAN,ITALY,187,75,24,C,81
RB,L. DUBOIS,OLYMPIQUE LYONNAIS,FRANCE,178,65,24,C,81
CF,A. KRAMARIĆ,Free Agents,CROATIA,177,70,27,C,81
LMF,G. MARTÍNEZ,RIVER PLATE,ARGENTINA,172,75,25,C,81
LB,J. HECTOR,Free Agents,GERMANY,185,75,28,C,81
CMF,ARTHUR,BARCELONA,BRAZIL,172,68,22,C,81
CF,B. DOST,SPORTING CP,NETHERLANDS,196,89,29,C,81
AMF,A. MIRANCHUK,LOKOMOTIV MOSKVA,RUSSIA,182,74,23,C,81
DMF,L. TORREIRA,ARSENAL,URUGUAY,168,64,22,C,81
RB,NÉLSON SEMEDO,BARCELONA,PORTUGAL,177,67,25,C,81
CB,H. MAGUIRE,EAST MIDLANDS,ENGLAND,194,100,25,C,81
LWF,MIKEL OYARZABAL,PV BLUE WHITE,SPAIN,181,78,21,C,81
CF,M. RASHFORD,MAN RED,ENGLAND,180,70,21,C,81
CB,I. DIOP,EAST LONDON,FRANCE,194,92,21,C,81
AMF,F. BELLUSCHI,SAN LORENZO,ARGENTINA,173,72,35,C,81
RB,ODRIOZOLA,MD WHITE,SPAIN,175,66,23,C,81
DMF,M. MEYER,SOUTH NORWOOD,GERMANY,173,68,23,C,81
CB,M. DE LIGT,AJAX,NETHERLANDS,188,76,19,C,81
AMF,A. HARIT,SCHALKE 04,MOROCCO,179,67,21,C,81
AMF,OSCAR,SHANGHAI SIPG,BRAZIL,179,67,27,C,81
AMF,RICARDO GOULART,GUANGZHOU EVERGRANDE,BRAZIL,181,72,27,C,81
CF,J. FARFÁN,LOKOMOTIV MOSKVA,PERU,178,84,34,C,80
GK,I. AKINFEEV,CSKA MOSKVA,RUSSIA,186,82,32,C,80
CB,T. VERMAELEN,BARCELONA,BELGIUM,183,80,33,C,80
DMF,J. MASCHERANO,Free Agents,ARGENTINA,174,73,34,C,80
CB,J. MATHIEU,SPORTING CP,FRANCE,189,84,35,C,80
RB,M. DEBUCHY,SAINT-ÉTIENNE,FRANCE,177,76,33,C,80
GK,B. COSTIL,BORDEAUX,FRANCE,188,86,31,C,80
CMF,SANTI CAZORLA,ED YELLOW,SPAIN,168,66,34,C,80
GK,C. BRAVO,MAN BLUE,CHILE,184,80,35,C,80

CMF,Y. TOURÉ,OLYMPIAKOS PIRAEUS,CÔTE D'IVOIRE,188,90,35,C,80
CF,K. GAMEIRO,ED WHITE ORANGE,FRANCE,173,70,31,C,80
RWF,NANI,SPORTING CP,PORTUGAL,175,66,32,C,80
CB,M. ŠKRTEL,FENERBAHÇE,SLOVAKIA,193,81,34,C,80
DMF,A. HUTCHINSON,BEŞİKTAŞ,CANADA,187,83,35,C,80
GK,A. PYATOV,SHAKHTAR DONETSK,UKRAINE,190,87,34,C,80
LB,A. YOUNG,MAN RED,ENGLAND,175,65,33,C,80
CB,A. GRANQVIST,Free Agents,SWEDEN,192,84,33,C,80
CB,DAVID LUIZ,LONDON FC,BRAZIL,189,84,31,C,80
DMF,M. TOPAL,FENERBAHÇE,TURKEY,187,76,32,C,80
CF,J. HERNÁNDEZ,EAST LONDON,MEXICO,175,73,30,C,80
CF,K. MITROGLOU,OLYMPIQUE MARSEILLE,GREECE,188,86,30,C,80
GK,DIEGO ALVES,FLAMENGO,BRAZIL,187,83,33,C,80
GK,CÁSSIO,CORINTHIANS,BRAZIL,195,92,31,C,80
RB,FÁGNER,CORINTHIANS,BRAZIL,168,67,29,C,80
CF,C. STUANI,CT CARMINE WHITE,URUGUAY,186,77,32,C,80
DMF,IBORRA,EAST MIDLANDS,SPAIN,190,91,30,C,80
CF,S. JOVETIĆ,MONACO,MONTENEGRO,183,79,29,C,80
CB,S. KJÆR,AN WHITE RED,DENMARK,189,82,29,C,80
RWF,S. FEGHOULI,GALATASARAY,ALGERIA,177,75,29,C,80
DMF,M. BADELJ,LAZIO,CROATIA,186,76,29,C,80
CF,D. WELBECK,ARSENAL,ENGLAND,185,73,28,C,80
CF,L. DE JONG,PSV,NETHERLANDS,188,86,28,C,80
RB,RAFAEL,OLYMPIQUE LYONNAIS,BRAZIL,172,78,28,C,80
GK,P. GULÁCSI,Free Agents,HUNGARY,190,83,28,C,80
LB,D. BLIND,AJAX,NETHERLANDS,180,72,28,C,80
GK,FABRI,WEST LONDON WHITE,SPAIN,185,67,31,C,80
CF,C. BENTEKE,SOUTH NORWOOD,BELGIUM,190,83,28,C,80
CF,N. KALINIĆ,KB RED WHITE,CROATIA,186,78,30,C,80
DMF,D. GLUSHAKOV,SPARTAK MOSKVA,RUSSIA,182,82,31,C,80
CB,N. SUBOTIĆ,SAINT-ÉTIENNE,SERBIA,191,83,30,C,80
CMF,T. DELANEY,Free Agents,DENMARK,182,71,27,C,80

SS,A. LJAJIĆ,BEŞİKTAŞ,SERBIA,182,74,27,C,80
LB,F. DELPH,MAN BLUE,ENGLAND,174,60,29,C,80
AMF,Y. BELHANDA,GALATASARAY,MOROCCO,175,74,28,C,80
CB,VÍCTOR RUÍZ,ED YELLOW,SPAIN,184,80,29,C,80
RMF,E. LAMELA,NORTH EAST LONDON,ARGENTINA,181,79,26,C,80
CF,T. GUTIÉRREZ,JUNIOR,COLOMBIA,178,72,33,C,80
CB,Y. RAKITSKIY,SHAKHTAR DONETSK,UKRAINE,180,70,29,C,80
RB,S. AURIER,NORTH EAST LONDON,CÔTE D'IVOIRE,176,76,26,C,80
CB,S. COATES,SPORTING CP,URUGUAY,196,92,28,C,80
CMF,C. ARÁNGUIZ,BAYER LEVERKUSEN,CHILE,171,71,29,C,80
CMF,B. NATCHO,OLYMPIAKOS PIRAEUS,ISRAEL,177,75,30,C,80
CMF,P. PÉREZ,BOCA JUNIORS,ARGENTINA,175,71,33,C,80
CF,V. ABOUBAKAR,PORTO,CAMEROON,184,82,26,C,80
CF,W. BEN YEDDER,AN WHITE RED,FRANCE,170,68,28,C,80
CMF,PIZZI,BENFICA,PORTUGAL,179,72,29,C,80
AMF,D. TADIĆ,AJAX,SERBIA,181,76,30,C,80
RB,MARIO GASPAR,ED YELLOW,SPAIN,182,74,28,C,80
RB,CÉDRIC,HAMPSHIRE RED,PORTUGAL,172,67,27,C,80
CMF,I. GUEYE,MERSEYSIDE BLUE,SENEGAL,174,66,29,C,80
DMF,T. STEPANENKO,SHAKHTAR DONETSK,UKRAINE,181,76,29,C,80
AMF,G. RAMÍREZ,SAMPDORIA,URUGUAY,183,78,28,C,80
LMF,S. LULIĆ,LAZIO,BOSNIA AND HERZEGOVINA,183,75,32,C,80
CF,N. JØRGENSEN,FEYENOORD,DENMARK,190,84,27,C,80
CB,D. VIDA,BEŞİKTAŞ,CROATIA,184,73,29,C,80
LWF,DUDU,PALMEIRAS,BRAZIL,166,63,26,B,80
RB,M. FERNANDES,CSKA MOSKVA,RUSSIA,187,80,28,C,80
RB,DANILO,MAN BLUE,BRAZIL,184,78,27,C,80
CB,JARDEL,BENFICA,BRAZIL,192,88,32,C,80
CMF,O. ÖZYAKUP,BEŞİKTAŞ,TURKEY,180,75,26,C,80
AMF,R. BARKLEY,LONDON FC,ENGLAND,189,76,25,C,80
LB,R. BERTRAND,HAMPSHIRE RED,ENGLAND,179,85,29,C,80
AMF,F. VÁZQUEZ,AN WHITE RED,ITALY,187,80,29,C,80

CMF,M. VECINO,INTERNAZIONALE,URUGUAY,187,81,27,C,80
LWF,BERNARD,MERSEYSIDE BLUE,BRAZIL,164,64,26,C,80
AMF,W. KHAZRI,SAINT-ÉTIENNE,TUNISIA,176,82,27,C,80
LB,SERGIO ESCUDERO,AN WHITE RED,SPAIN,176,65,29,C,80
RB,HUGO MALLO,GA CYAN,SPAIN,174,75,27,C,80
CMF,T. VILHENA,FEYENOORD,NETHERLANDS,175,73,23,C,80
CF,M. UTH,SCHALKE 04,GERMANY,185,72,27,C,80
LB,LUCAS LIMA,NANTES,BRAZIL,178,72,27,C,80
CMF,ANDRÉ GOMES,MERSEYSIDE BLUE,PORTUGAL,188,84,25,C,80
CMF,A. DOUCOURÉ,HERTFORDSHIRE,FRANCE,184,75,25,C,80
CF,I. SLIMANI,FENERBAHÇE,ALGERIA,188,83,30,C,80
LB,L. KURZAWA,PSG,FRANCE,182,74,26,C,80
LB,JAUME COSTA,ED YELLOW,SPAIN,171,65,30,C,80
RMF,E. VIŠĆA,İSTANBUL BAŞAKŞEHİR,BOSNIA AND HERZEGOVINA,172,68,28,C,80
CB,GABRIEL,ED WHITE ORANGE,BRAZIL,185,72,28,C,80
RWF,A. JAHANBAKHSH,EAST SUSSEX,IRAN,180,78,25,C,80
DMF,L. DENDONCKER,WM GOLD,BELGIUM,188,83,23,C,80
LB,R. GUERREIRO,Free Agents,PORTUGAL,170,71,25,C,80
CF,D. ZAPATA,ATALANTA,COLOMBIA,189,88,27,C,80
RWF,Á. CORREA,KB RED WHITE,ARGENTINA,174,70,23,C,80
RMF,E. RIGONI,ATALANTA,ARGENTINA,180,71,25,C,80
AMF,M. MEZA,INDEPENDIENTE,ARGENTINA,180,69,26,C,80
SS,BRUNO FERNANDES,SPORTING CP,PORTUGAL,173,75,24,C,80
CF,G. SIMEONE,FIORENTINA,ARGENTINA,180,81,23,C,80
LB,WENDELL,BAYER LEVERKUSEN,BRAZIL,176,71,25,C,80
DMF,J. HENDRIX,PSV,NETHERLANDS,182,70,23,C,80
RWF,B. TRAORÉ,OLYMPIQUE LYONNAIS,BURKINA FASO,181,73,23,C,80
GK,T. STRAKOSHA,LAZIO,ALBANIA,192,80,23,C,80
CB,Y. MINA,MERSEYSIDE BLUE,COLOMBIA,195,94,24,C,80
CF,S. ZAZA,TORINO,ITALY,186,83,27,C,80
CB,IVAN MARCANO,ROMA,SPAIN,189,83,31,C,80
AMF,T. HAZARD,Free Agents,BELGIUM,174,69,25,C,80

LB,YURI,PV WHITE RED,SPAIN,181,77,28,C,80
RB,D. ZAPPACOSTA,LONDON FC,ITALY,185,70,26,C,80
CB,A. IZZO,TORINO,ITALY,183,78,26,C,80
CF,M. BERG,Free Agents,SWEDEN,184,76,32,C,80
LB,ÁLEX GRIMALDO,BENFICA,SPAIN,170,63,23,C,80
CMF,DENIS SUÁREZ,BARCELONA,SPAIN,176,69,24,C,80
RB,B. SARR,OLYMPIQUE MARSEILLE,FRANCE,177,65,26,C,80
GK,T. HEATON,LANCASHIRE CLARET,ENGLAND,188,85,32,C,80
AMF,M. SABITZER,Free Agents,AUSTRIA,177,74,24,C,80
CF,K. TOKO EKAMBI,ED YELLOW,CAMEROON,183,70,26,C,80
DMF,OMAR MASCARELL,SCHALKE 04,SPAIN,181,75,25,C,80
LMF,M. ACUÑA,SPORTING CP,ARGENTINA,172,77,27,C,80
GK,N. POPE,LANCASHIRE CLARET,ENGLAND,191,76,26,C,80
GK,SERGIO RICO,WEST LONDON WHITE,SPAIN,194,90,25,C,80
CMF,RÚBEN NEVES,WM GOLD,PORTUGAL,180,75,21,C,80
GK,J. PAVLENKA,Free Agents,CZECH REPUBLIC,196,81,26,C,80
DMF,S. RUDY,SCHALKE 04,GERMANY,179,73,28,C,80
LB,JORGE,PORTO,BRAZIL,183,70,22,C,80
RWF,GELSON MARTINS,KB RED WHITE,PORTUGAL,173,65,23,C,80
CMF,L. PELLEGRINI,ROMA,ITALY,186,77,22,C,80
DMF,L. TOUSART,OLYMPIQUE LYONNAIS,FRANCE,185,83,21,C,80
GK,K. TRAPP,Free Agents,GERMANY,189,88,28,C,80
DMF,A. DIAWARA,NAPOLI,GUINEA,184,75,21,C,80
GK,A. LAFONT,FIORENTINA,FRANCE,193,82,19,C,80
CMF,H. VANAKEN,CLUB BRUGGE,BELGIUM,194,77,26,C,80
GK,L. KARIUS,BEŞİKTAŞ,GERMANY,189,75,25,C,80
LMF,M. ELYOUNOUSSI,HAMPSHIRE RED,NORWAY,178,70,24,C,80
CMF,T. NDOMBÈLÉ,OLYMPIQUE LYONNAIS,FRANCE,181,76,22,C,80
RWF,F. CHIESA,FIORENTINA,ITALY,175,70,21,C,80
RWF,DAVID NERES,AJAX,BRAZIL,177,74,21,C,80
DMF,W. NDIDI,EAST MIDLANDS,NIGERIA,183,74,22,C,80
CMF,XAVI,AL SADD,SPAIN,170,67,38,C,80

CF,M. BERG,AL AIN,SWEDEN,184,76,32,C,80
GK,W. CABALLERO,LONDON FC,ARGENTINA,186,80,37,C,79
CF,R. VAN PERSIE,FEYENOORD,NETHERLANDS,183,71,35,C,79
RWF,JOAQUÍN,AN GREEN WHITE,SPAIN,179,75,37,C,79
GK,V. DEMIREL,FENERBAHÇE,TURKEY,191,90,37,C,79
RB,D. SRNA,CAGLIARI,CROATIA,178,78,36,C,79
CB,J. PINOLA,RIVER PLATE,ARGENTINA,180,79,35,C,79
CMF,N. CARDOZO,RACING CLUB,ARGENTINA,173,68,32,C,79
DMF,FELIPE MELO,PALMEIRAS,BRAZIL,183,76,35,C,79
LWF,ROBINHO,SİVASSPOR,BRAZIL,172,60,34,C,79
RMF,JESÚS NAVAS,AN WHITE RED,SPAIN,170,60,33,C,79
GK,Y. PELÉ,OLYMPIQUE MARSEILLE,FRANCE,196,89,36,C,79
CB,DANTE,NICE,BRAZIL,188,89,35,C,79
CF,E. ADEBAYOR,İSTANBUL BAŞAKŞEHİR,TOGO,190,73,34,C,79
CF,J. BRIAND,BORDEAUX,FRANCE,181,84,33,C,79
CB,G. RODRÍGUEZ,SAN LORENZO,ARGENTINA,182,76,34,C,79
AMF,DANNY,MARÍTIMO,PORTUGAL,178,70,35,C,79
CF,P. GUERRERO,FLAMENGO,PERU,185,79,34,C,79
GK,DIEGO LÓPEZ,CT BLUE WHITE,SPAIN,196,89,37,C,79
DMF,JAVI GARCÍA,AN GREEN WHITE,SPAIN,186,82,31,C,79
AMF,THIAGO NEVES,CRUZEIRO,BRAZIL,180,70,33,C,79
RB,H. SAKAI,OLYMPIQUE MARSEILLE,JAPAN,183,70,28,C,79
DMF,F. GAGO,BOCA JUNIORS,ARGENTINA,178,70,32,C,79
LB,ADRIANO,BEŞİKTAŞ,BRAZIL,172,75,34,C,79
CB,A. MASIELLO,ATALANTA,ITALY,184,82,32,C,79
CF,L. LÓPEZ,RACING CLUB,ARGENTINA,174,74,35,C,79
DMF,L. DIARRA,PSG,FRANCE,173,67,33,C,79
RWF,K. MIRALLAS,FIORENTINA,BELGIUM,182,68,31,C,79
CMF,L. SCHÖNE,AJAX,DENMARK,177,73,32,C,79
GK,S. SIRIGU,TORINO,ITALY,192,80,31,C,79
DMF,I. DENISOV,LOKOMOTIV MOSKVA,RUSSIA,176,70,34,C,79
GK,ROBERTO JIMÉNEZ,CT BLUE WHITE,SPAIN,195,76,32,C,79

LWF,M. VALBUENA,FENERBAHÇE,FRANCE,167,58,34,C,79
CF,B. YILMAZ,TRABZONSPOR,TURKEY,188,77,33,C,79
RB,D. D'AMBROSIO,INTERNAZIONALE,ITALY,180,75,30,C,79
DMF,P. WERNBLOOM,PAOK,SWEDEN,187,85,32,C,79
CB,J. EVANS,EAST MIDLANDS,NORTHERN IRELAND,188,77,30,C,79
CB,Ş. RADU,LAZIO,ROMANIA,183,79,32,C,79
SS,M. ZÁRATE,BOCA JUNIORS,ARGENTINA,176,72,31,C,79
GK,D. OSPINA,NAPOLI,COLOMBIA,183,80,30,C,79
DMF,FERNANDO,GALATASARAY,BRAZIL,183,76,31,C,79
GK,O. KARNEZIS,NAPOLI,GREECE,189,79,33,C,79
GK,S. ROMERO,MAN RED,ARGENTINA,192,87,31,C,79
LMF,Y. GERVINHO,PARMA,CÔTE D'IVOIRE,180,79,31,C,79
DMF,M. SCHNEIDERLIN,MERSEYSIDE BLUE,FRANCE,181,75,29,C,79
CF,D. STURRIDGE,LIVERPOOL,ENGLAND,180,76,29,C,79
CB,M. MUSACCHIO,MILAN,ARGENTINA,179,72,28,C,79
LB,M. DARMIAN,MAN RED,ITALY,182,70,29,C,79
CB,J. TOMKINS,SOUTH NORWOOD,ENGLAND,192,74,29,C,79
CB,H. MORENO,PV BLUE WHITE,MEXICO,183,80,30,C,79
AMF,M. SUÁREZ,BELGRANO,ARGENTINA,182,72,30,C,79
CF,D. MORENO,ATLÉTICO NACIONAL,COLOMBIA,177,73,33,B,79
CF,G. BOU,RACING CLUB,ARGENTINA,177,75,28,C,79
AMF,D. WASS,ED WHITE ORANGE,DENMARK,181,74,29,C,79
GK,GUAITA,SOUTH NORWOOD,SPAIN,190,81,31,C,79
AMF,CANALES,AN GREEN WHITE,SPAIN,179,65,27,C,79
LB,BALENZIAGA,PV WHITE RED,SPAIN,177,75,30,C,79
CMF,C. NOBOA,ZENIT,ECUADOR,183,75,33,C,79
CF,ÁNGEL,MD COBALT BLUE,SPAIN,172,68,31,C,79
GK,E. BERISHA,ATALANTA,ALBANIA,194,92,29,C,79
CB,L. SIGALI,RACING CLUB,ARGENTINA,180,72,31,C,79
DMF,F. COQUELIN,ED WHITE ORANGE,FRANCE,178,74,27,C,79
CMF,D. PRÖPPER,EAST SUSSEX,NETHERLANDS,185,79,27,C,79
GK,BETO,GÖZTEPE,PORTUGAL,180,74,36,C,79

CB,MAICON,GALATASARAY,BRAZIL,191,87,30,C,79
CMF,R. SORIANO,TORINO,ITALY,182,76,27,C,79
LWF,MUNIAIN,PV WHITE RED,SPAIN,169,63,26,C,79
CF,L. PRATTO,RIVER PLATE,ARGENTINA,187,91,30,C,79
RB,V. IGNATYEV,LOKOMOTIV MOSKVA,RUSSIA,180,72,31,C,79
AMF,R. PEREYRA,HERTFORDSHIRE,ARGENTINA,182,77,27,C,79
AMF,PORTILLO,MD COBALT BLUE,SPAIN,169,60,28,C,79
CB,F. FERNÁNDEZ,TYNESIDE,ARGENTINA,190,83,29,C,79
CMF,E. PÉREZ,RIVER PLATE,ARGENTINA,178,77,32,C,79
CB,C. LEMA,BENFICA,ARGENTINA,190,81,28,C,79
RWF,E. VARGAS,Free Agents,CHILE,173,71,29,C,79
GK,M. DÍAZ,HURACÁN,ARGENTINA,188,87,32,C,79
RMF,A. CARRILLO,Free Agents,PERU,180,75,27,C,79
CB,W. REID,EAST LONDON,NEW ZEALAND,190,87,30,C,79
DMF,BERGARA,MD COBALT BLUE,SPAIN,181,78,32,C,79
RWF,R. HAMOUMA,SAINT-ÉTIENNE,FRANCE,178,76,31,C,79
AMF,Z. LABYAD,AJAX,MOROCCO,173,74,25,C,79
CB,JUAN JESUS,ROMA,BRAZIL,185,76,27,C,79
CB,B. STAMBOULI,SCHALKE 04,FRANCE,180,82,28,C,79
DMF,PEDRO OBIANG,EAST LONDON,SPAIN,185,75,26,C,79
LB,J. HOLEBAS,HERTFORDSHIRE,GREECE,184,77,34,C,79
CMF,J. SHELVEY,TYNESIDE,ENGLAND,184,80,26,C,79
LB,P. VAN AANHOLT,SOUTH NORWOOD,NETHERLANDS,176,74,28,C,79
GK,S. MIGNOLET,LIVERPOOL,BELGIUM,193,87,30,C,79
LWF,NOLITO,AN WHITE RED,SPAIN,175,65,32,C,79
RWF,A. TOWNSEND,SOUTH NORWOOD,ENGLAND,181,77,27,C,79
CB,D. REYES,FENERBAHÇE,MEXICO,189,65,26,C,79
RMF,C. SÁNCHEZ,Free Agents,URUGUAY,170,72,34,C,79
LB,ISMAILY,SHAKHTAR DONETSK,BRAZIL,177,78,28,C,79
CMF,B. ANDRÉ,RENNES,FRANCE,180,76,28,C,79
CB,ÁLVARO GONZÁLEZ,ED YELLOW,SPAIN,183,76,28,C,79
DMF,G. KRYCHOWIAK,LOKOMOTIV MOSKVA,POLAND,186,83,28,C,79

CF,M. GABBIADINI,HAMPSHIRE RED,ITALY,181,72,27,C,79
RMF,K. BELLARABI,BAYER LEVERKUSEN,GERMANY,184,80,28,C,79
LB,JUAN BERNAT,PSG,SPAIN,170,67,25,C,79
SS,N. SANSONE,ED YELLOW,ITALY,175,68,27,C,79
CB,K. ZOUMA,MERSEYSIDE BLUE,FRANCE,190,96,24,C,79
LB,L. DIGNE,MERSEYSIDE BLUE,FRANCE,178,74,25,C,79
LMF,L. OCAMPOS,OLYMPIQUE MARSEILLE,ARGENTINA,187,84,24,C,79
RB,M. DE SCIGLIO,PM BLACK WHITE,ITALY,183,74,26,C,79
LWF,M. GRADEL,TOULOUSE,CÔTE D'IVOIRE,177,70,31,C,79
LB,FERNANDO MARÇAL,OLYMPIQUE LYONNAIS,BRAZIL,178,74,29,C,79
GK,T. VACLÍK,AN WHITE RED,CZECH REPUBLIC,188,85,29,C,79
AMF,J. QUINTERO,RIVER PLATE,COLOMBIA,168,67,25,C,79
LWF,CRISTIAN TELLO,AN GREEN WHITE,SPAIN,178,69,27,C,79
RB,MARCOS ROCHA,PALMEIRAS,BRAZIL,176,68,30,C,79
CB,V. CHIRICHEŞ,NAPOLI,ROMANIA,184,75,29,C,79
CMF,V. DARIDA,Free Agents,CZECH REPUBLIC,171,64,28,C,79
RB,M. WEISER,BAYER LEVERKUSEN,GERMANY,176,67,24,C,79
RB,J. VELTMAN,AJAX,NETHERLANDS,182,73,26,C,79
CB,RAFAEL TOLÓI,ATALANTA,BRAZIL,185,75,28,C,79
GK,ADRIÁN,EAST LONDON,SPAIN,190,80,31,C,79
AMF,ÓLIVER TORRES,PORTO,SPAIN,174,67,24,C,79
CB,A. DONATTI,RACING CLUB,ARGENTINA,191,87,32,C,79
CB,L. MAGALLÁN,BOCA JUNIORS,ARGENTINA,181,79,25,C,79
RWF,G. PEREIRO,PSV,URUGUAY,188,76,23,C,79
AMF,A. EL SAID,Free Agents,EGYPT,176,70,33,C,79
CF,V. GERMAIN,OLYMPIQUE MARSEILLE,FRANCE,180,73,28,C,79
CMF,J. VERETOUT,FIORENTINA,FRANCE,178,66,25,C,79
LWF,O. SHATOV,ZENIT,RUSSIA,173,73,28,C,79
CF,R. JIMÉNEZ,WM GOLD,MEXICO,187,85,27,C,79
RMF,VIEIRINHA,PAOK,PORTUGAL,172,73,32,C,79
CB,M. HINTEREGGER,Free Agents,AUSTRIA,184,78,26,C,79
LWF,MORALES,ED BLUE BURGUNDY,SPAIN,180,70,31,C,79

RB,M. LANG,Free Agents,SWITZERLAND,185,79,27,C,79
RB,K. TETE,OLYMPIQUE LYONNAIS,NETHERLANDS,180,71,23,C,79
CB,N. AKÉ,EAST DORSETSHIRE,NETHERLANDS,180,75,23,C,79
DMF,A. SAMARIS,BENFICA,GREECE,189,80,29,C,79
SS,J. KING,EAST DORSETSHIRE,NORWAY,180,74,26,C,79
CF,J. MARTÍNEZ,Free Agents,VENEZUELA,172,70,25,C,79
LMF,D. LAXALT,MILAN,URUGUAY,178,66,25,C,79
AMF,J. CORREA,LAZIO,ARGENTINA,189,77,24,C,79
CB,G. CONTI,BENFICA,ARGENTINA,193,80,24,C,79
RWF,R. DE PAUL,UDINESE,ARGENTINA,180,70,24,C,79
CMF,I. FERNÁNDEZ,RIVER PLATE,ARGENTINA,182,67,28,C,79
CF,LUCAS PÉREZ,EAST LONDON,SPAIN,180,73,30,C,79
LWF,RAFA SILVA,BENFICA,PORTUGAL,170,63,25,C,79
GK,Ł. SKORUPSKI,BOLOGNA,POLAND,187,84,27,C,79
CB,J. MURILLO,ED WHITE ORANGE,COLOMBIA,182,78,26,C,79
LWF,SANTI MINA,ED WHITE ORANGE,SPAIN,177,71,23,C,79
RB,I. SMOLNIKOV,ZENIT,RUSSIA,178,70,30,C,79
RWF,I. PUSSETTO,UDINESE,ARGENTINA,180,74,23,C,79
CMF,R. BATTAGLIA,SPORTING CP,ARGENTINA,187,82,27,C,79
